127	124	119	77
0	100	145	108
0	0	146	118
0	0	126	129
0	0	116	130
128	121	87	116
122	116	119	90
120	107	113	97
118	107	112	95
108	104	130	100
100	103	134	91
96	93	141	99
94	92	136	98
94	90	133	90
95	85	128	93
95	77	122	95
90	74	128	101
92	70	122	104
87	62	125	115
81	62	131	105
86	59	124	101
85	55	128	109
92	49	117	110
99	52	101	102
0	0	87	75
61	6	91	99
84	22	115	117
0	0	68	72
56	18	69	86
107	0	100	81
0	0	174	84
7	0	161	83
42	0	140	80
142	0	142	100
7	0	204	103
143	0	166	131
130	0	198	106
0	0	181	124
194	0	139	87
169	49	100	91
182	0	137	111
196	0	146	114
198	0	136	95
194	24	100	117
25	0	145	73
158	28	100	96
14	0	199	116
0	0	147	143
0	0	119	148
0	0	103	142
0	0	113	94
0	0	117	74
0	58	88	118
24	0	113	111
0	70	55	113
0	58	63	152
0	58	38	138
0	65	29	110
0	9	35	98
0	68	47	77
0	53	46	102
0	68	53	128
0	64	60	153
105	0	75	112
0	73	140	115
156	0	119	99
18	0	179	110
0	0	114	97
130	0	93	64
160	0	118	56
61	0	149	74
0	0	112	69
0	13	60	76
83	0	55	46
81	0	83	38
100	0	88	39
34	0	105	48
0	0	94	55
0	0	69	63
69	0	64	55
63	0	108	45
0	0	100	45
70	0	85	59
0	0	121	64
121	0	83	52
56	0	106	47
65	0	125	69
0	0	123	76
125	0	92	57
90	0	130	54
177	0	114	55
123	47	82	73
0	0	115	59
49	7	115	105
68	0	159	79
101	43	87	74
101	37	84	81
107	41	76	78
109	38	68	87
6	1	152	123
31	120	180	140
33	37	250	223
48	39	213	214
57	45	174	208
62	68	133	192
74	59	123	185
78	82	104	148
74	96	94	133
69	122	110	95
73	136	110	88
81	121	111	96
89	115	109	104
94	117	96	111
104	121	106	111
110	117	102	111
123	122	96	108
126	116	106	113
140	109	93	122
148	123	87	108
155	129	91	103
161	127	92	108
170	116	92	122
170	105	110	130
173	92	109	144
169	75	127	159
176	83	121	160
198	100	105	139
210	117	89	111
212	121	95	103
218	117	88	112
217	130	88	108
224	137	83	98
229	141	75	89
229	141	74	88
234	145	69	83
236	143	70	85
235	138	70	91
