37	147	63	71
0	117	71	118
0	99	70	140
0	0	75	167
0	1	96	159
0	14	108	169
0	0	109	145
0	45	105	161
0	47	102	190
0	51	106	183
0	17	107	188
0	37	110	179
0	48	108	188
0	0	110	149
0	46	102	168
0	33	99	186
0	0	116	187
0	0	119	148
111	57	124	150
59	34	222	186
0	67	171	177
0	0	149	149
101	74	136	138
0	0	178	183
89	54	183	147
0	27	162	193
0	0	144	154
0	7	125	207
0	6	125	210
0	0	122	222
0	4	121	213
0	29	118	193
0	24	112	205
0	11	117	229
0	0	122	154
0	65	103	172
0	53	101	178
0	45	107	193
0	51	110	180
0	106	114	154
0	80	103	170
0	107	110	153
0	63	104	175
0	0	107	153
0	103	117	154
20	52	184	197
0	66	180	182
0	111	179	149
0	65	237	188
173	0	173	150
216	0	130	146
54	0	154	104
159	0	174	122
204	0	142	138
152	0	191	153
193	0	153	151
185	0	161	152
149	0	196	176
0	28	162	193
0	74	86	158
122	0	84	153
96	0	189	97
91	19	221	148
0	0	154	144
191	45	88	131
166	12	180	188
94	27	203	167
71	43	228	170
62	23	211	176
53	41	222	173
87	42	248	171
51	23	215	180
40	31	248	193
61	27	263	201
88	26	258	204
46	26	251	204
36	40	261	206
30	42	259	199
27	25	265	206
25	29	268	199
54	26	263	205
29	30	265	196
46	29	271	197
63	25	257	205
0	3	98	166
0	0	105	140
59	0	132	94
43	0	168	85
0	31	146	146
0	10	130	197
89	102	90	89
107	107	76	78
122	105	77	65
116	105	91	66
140	104	81	60
124	95	48	59
135	96	51	60
145	88	56	62
151	73	59	69
159	51	79	89
148	52	92	82
142	46	108	82
137	49	106	84
138	56	95	75
138	60	76	70
132	61	62	70
130	65	52	69
128	71	46	66
112	72	56	71
114	83	41	76
109	84	41	68
86	69	55	91
85	88	43	66
77	77	58	81
133	0	97	97
193	16	60	85
196	24	56	80
189	50	48	60
179	58	46	51
170	65	55	48
159	72	60	48
170	84	55	39
158	91	66	34
145	98	67	38
128	110	61	39
123	111	52	48
118	127	46	38
96	122	39	45
87	126	36	46
79	138	31	38
72	150	34	36
58	154	39	42
41	164	43	43
33	169	44	38
17	175	50	34
27	175	47	35
0	179	52	38
17	179	47	38
10	177	48	38
12	180	42	38
16	181	31	36
13	180	34	38
12	184	39	39
0	169	39	59
0	169	47	62
3	171	41	54
4	168	41	55
8	170	45	59
7	165	47	64
6	161	53	66
14	163	56	66
15	161	63	66
15	162	74	64
22	160	83	62
27	156	89	62
42	152	90	67
42	145	107	71
73	149	98	69
84	148	113	71
89	139	128	86
110	126	148	134
101	128	135	85
93	125	156	78
96	125	167	72
110	112	158	82
111	105	162	86
132	94	134	98
152	97	113	87
202	95	76	86
216	91	75	90
223	78	70	109
225	73	66	117
291	0	55	97
237	73	66	92
231	63	84	135
229	51	74	125
227	53	82	104
104	0	143	126
0	0	166	134
53	34	183	181
0	0	163	143
40	36	180	185
0	0	157	149
0	23	142	174
0	0	117	146
0	0	102	134
0	0	93	123
47	23	139	147
0	73	134	164
0	67	120	172
0	65	110	181
0	61	109	189
0	64	106	188
0	71	106	171
108	110	140	150
113	115	174	145
25	111	212	149
0	0	162	156
117	0	196	154
119	30	227	197
122	18	222	214
101	16	245	215
115	17	225	220
101	33	231	208
104	36	220	206
0	61	176	190
78	9	232	200
61	0	258	196
0	0	161	148
145	47	134	162
77	9	248	207
0	33	99	181
104	160	73	100
111	174	87	86
120	170	96	90
126	179	109	81
127	178	128	71
124	172	154	66
150	168	138	62
164	161	141	62
178	157	142	58
201	156	133	58
175	146	117	63
197	133	102	85
71	20	161	151
0	0	162	165
0	0	144	178
0	52	173	185
0	11	151	198
0	0	138	152
23	23	191	208
0	64	177	184
0	0	143	150
38	46	199	194
42	30	282	196
0	60	155	197
55	22	235	210
19	30	272	196
33	30	271	196
28	27	267	200
0	32	254	193
0	26	295	203
0	14	299	226
0	27	256	200
0	24	293	204
0	10	259	229
69	44	263	164
33	35	302	179
0	16	266	236
0	40	164	202
31	51	269	181
0	35	160	203
0	28	150	202
0	26	144	205
0	33	147	206
0	35	137	207
0	31	128	205
0	47	119	188
0	36	116	201
0	76	107	165
0	105	110	155
0	76	103	179
0	43	106	198
0	45	107	193
0	104	121	156
0	67	113	186
101	22	123	222
76	15	216	217
76	17	200	220
67	8	216	229
68	8	211	227
63	25	213	198
57	19	218	210
53	14	227	220
42	21	275	209
34	11	292	225
0	0	269	160
56	33	290	220
0	0	177	108
0	99	130	126
0	109	130	151
118	0	137	114
0	0	190	142
75	0	209	114
0	0	160	155
0	0	132	154
0	0	113	146
0	0	102	134
27	19	158	173
0	0	148	154
0	0	124	149
0	63	111	169
0	21	187	213
0	23	209	177
0	35	167	181
0	31	249	220
0	10	99	156
53	35	158	201
32	9	286	206
37	24	273	207
38	28	281	200
38	24	293	208
35	10	267	203
22	10	285	204
40	6	293	212
31	24	284	208
25	33	265	216
0	43	158	196
40	8	243	206
0	45	152	193
57	4	228	216
0	45	152	193
0	46	128	192
0	58	114	192
0	42	105	186
59	27	182	201
0	43	150	188
0	46	141	208
35	0	200	118
0	0	186	107
0	0	173	97
0	77	116	155
157	0	114	93
51	91	164	83
0	0	133	159
0	61	66	151
0	38	71	182
0	49	78	183
0	29	85	188
0	37	93	195
0	40	104	191
0	65	98	175
0	60	95	182
0	65	56	141
0	80	54	155
0	83	60	153
0	99	64	145
0	101	65	147
49	76	64	123
44	55	99	134
43	32	146	166
36	23	215	185
83	31	242	189
0	74	100	155
64	24	96	163
66	15	99	154
75	21	110	141
71	19	175	222
83	0	224	228
82	0	215	202
91	0	212	186
116	0	187	174
135	0	176	183
145	0	176	186
0	0	167	157
0	0	162	117
0	0	157	105
0	0	106	120
0	0	129	132
0	75	110	152
34	49	173	192
0	0	155	153
8	33	206	192
0	35	173	183
9	26	248	205
22	26	273	204
17	22	292	209
25	24	280	206
44	24	247	206
38	25	281	204
31	20	264	213
36	25	261	204
58	23	260	209
53	21	267	212
66	23	277	210
37	26	288	204
0	0	164	154
39	24	235	209
37	21	280	212
21	23	301	207
0	27	167	196
42	32	256	222
6	24	323	227
0	4	313	244
35	0	311	203
99	21	170	168
163	26	90	113
155	43	102	84
147	54	111	90
141	59	101	84
132	69	98	83
127	77	91	86
116	82	90	89
109	88	85	93
100	96	76	87
94	111	72	76
99	116	57	70
89	112	62	77
83	111	53	65
60	104	72	82
0	86	91	134
0	92	54	136
0	105	59	150
64	84	48	82
69	78	45	85
68	71	46	86
71	66	41	75
76	67	30	56
83	69	31	45
89	67	32	42
103	68	32	37
111	78	34	61
115	73	39	55
116	66	48	65
122	64	44	57
131	63	54	51
147	62	43	47
153	61	44	40
164	61	33	37
171	62	41	34
183	60	33	35
195	56	37	37
207	50	31	36
214	49	35	40
221	51	35	36
231	50	35	40
239	48	38	41
253	48	31	43
264	49	28	42
269	50	29	41
276	51	31	51
280	53	31	52
289	54	28	53
295	52	31	59
297	51	33	75
301	53	30	76
305	57	28	78
295	60	44	82
297	61	43	88
302	69	37	89
304	76	36	82
301	81	42	94
292	105	41	84
280	120	49	73
262	124	64	80
249	134	77	73
245	143	69	64
243	152	60	53
219	145	97	67
207	153	100	55
190	158	116	57
176	156	105	57
167	153	93	61
56	166	115	82
156	146	56	67
147	150	49	67
127	142	74	74
114	134	62	66
23	130	142	95
0	66	74	143
0	63	51	159
0	80	71	173
0	80	51	140
0	139	78	121
0	86	76	137
63	92	37	74
61	100	45	54
60	89	46	74
63	83	47	72
59	75	53	82
63	60	49	100
0	0	84	126
0	0	97	89
86	54	41	64
101	56	29	53
107	50	28	53
112	50	31	57
119	49	31	63
120	53	36	63
121	44	43	58
122	42	50	53
142	46	35	48
143	47	42	51
155	46	38	48
164	45	42	47
171	46	44	46
183	42	40	48
193	38	35	44
197	42	39	43
207	46	41	41
211	42	44	45
216	43	43	43
223	41	46	44
229	40	42	44
234	38	41	44
234	38	44	44
163	0	64	41
92	9	106	63
72	16	157	108
33	28	259	199
0	0	186	163
31	29	235	225
0	0	160	153
40	20	232	216
0	0	166	151
49	37	237	183
0	0	159	155
0	0	134	150
29	37	202	207
0	0	160	153
0	0	134	153
0	0	117	149
0	0	104	142
0	0	93	127
22	25	134	147
94	94	114	120
0	0	146	152
138	112	74	77
134	118	85	68
121	116	73	73
119	123	64	59
115	121	52	64
111	127	44	58
82	119	80	94
0	7	126	174
