163	150	34	47
153	143	57	71
136	116	118	136
121	51	219	176
0	0	171	149
0	0	135	150
0	0	109	135
0	35	95	132
0	0	76	130
0	0	67	100
10	33	83	103
17	33	91	128
0	59	81	130
0	0	66	132
0	77	69	116
24	0	66	133
0	0	38	60
0	41	31	56
20	76	33	59
0	64	33	96
0	3	34	93
10	11	64	115
0	74	67	102
103	0	60	85
8	65	111	76
9	0	171	203
0	27	132	201
8	12	175	184
0	27	129	160
0	53	68	139
118	0	63	76
85	10	115	101
208	0	114	61
300	0	46	42
317	0	29	36
307	0	24	45
281	5	26	39
273	0	50	26
230	0	67	32
189	0	59	39
131	0	78	37
202	0	60	27
154	32	53	30
115	0	54	50
169	0	61	30
129	0	66	43
158	0	54	46
127	0	96	50
112	0	93	54
9	0	101	39
0	11	76	60
8	6	109	119
0	0	92	110
0	0	70	69
0	0	29	39
43	0	17	30
22	0	24	23
0	0	38	25
0	3	44	45
0	0	40	47
2	2	50	49
9	0	58	69
0	38	56	72
0	0	26	48
25	0	22	39
0	0	44	33
20	0	38	51
37	0	44	47
0	37	57	52
0	35	12	83
0	52	15	65
4	86	23	42
24	51	30	61
68	4	41	57
51	8	87	75
57	0	121	60
71	0	137	57
0	0	81	44
2	0	94	82
0	0	38	49
10	0	59	73
24	12	92	93
0	0	44	57
5	0	70	79
0	0	84	107
0	0	53	60
14	2	89	79
0	16	90	93
0	37	75	104
0	41	69	116
0	66	43	100
0	54	53	106
23	39	77	138
138	30	60	103
114	0	140	139
264	0	82	79
274	74	48	72
244	61	78	127
124	160	113	100
0	167	149	93
0	182	74	78
0	103	66	92
97	12	54	101
35	15	93	81
25	18	115	101
160	0	94	64
45	0	108	41
47	4	87	66
54	0	86	78
25	0	116	89
157	0	90	55
56	0	98	37
27	0	95	60
7	0	103	74
0	0	78	59
0	0	53	68
0	0	44	45
0	0	43	47
0	0	36	45
0	3	26	48
0	0	33	41
23	47	39	32
7	42	58	63
3	58	91	108
13	89	84	77
115	0	68	90
111	64	68	83
91	62	110	101
78	65	142	115
87	69	132	115
93	73	122	108
108	84	102	98
88	84	102	108
205	0	111	86
306	64	40	51
283	58	46	71
317	0	29	65
266	0	41	46
293	0	52	26
299	5	47	52
290	0	53	75
287	0	58	44
284	14	62	58
273	10	73	85
261	14	85	111
222	59	82	121
121	163	103	97
100	135	125	125
83	120	142	118
79	117	107	107
80	120	103	88
101	117	73	75
94	95	107	100
93	99	104	96
90	123	139	137
91	147	203	113
258	0	88	92
163	0	87	84
86	79	132	82
219	0	108	78
292	0	54	49
262	39	42	47
270	44	41	76
264	48	48	76
182	84	58	61
115	0	92	101
219	0	103	53
208	0	104	47
202	0	108	46
206	0	112	45
197	0	119	59
194	0	124	54
198	0	121	53
197	0	123	51
123	0	109	67
229	0	90	45
166	0	91	53
68	0	94	36
77	0	89	39
63	0	94	40
119	52	64	59
50	0	99	67
20	0	134	56
0	0	81	53
34	0	78	46
49	44	83	62
41	0	113	67
0	0	94	58
0	0	65	50
28	66	57	51
8	68	103	103
0	0	68	139
81	102	52	102
75	4	102	134
0	0	136	110
0	103	96	104
129	0	74	101
219	0	92	50
149	0	101	57
129	51	105	85
108	125	102	104
0	2	91	112
0	0	40	59
45	39	60	59
111	0	62	45
82	0	85	36
75	0	95	38
19	59	95	49
53	0	98	85
23	0	139	78
32	0	157	87
30	0	157	78
0	0	158	93
37	0	147	81
57	0	148	73
192	0	112	54
184	44	128	86
102	83	142	177
79	151	185	109
77	124	187	136
259	0	87	83
308	0	38	45
270	39	25	44
261	30	49	54
211	40	59	67
118	53	70	87
29	0	123	76
2	85	96	83
0	127	41	106
64	142	34	85
113	88	58	71
95	72	84	87
190	0	90	75
284	0	62	44
233	0	56	47
179	0	76	36
171	0	83	47
190	0	92	43
191	0	101	42
113	55	78	50
148	68	39	71
128	62	57	75
195	0	71	69
178	46	124	92
281	0	65	74
259	0	85	61
186	60	87	64
121	90	67	118
209	0	96	112
56	97	119	89
0	0	119	113
84	90	98	106
95	96	80	102
62	76	126	140
105	131	112	129
93	141	203	119
255	0	91	91
227	43	70	89
199	0	105	83
60	75	131	71
183	0	107	74
55	70	143	76
0	0	109	125
0	0	86	106
122	0	68	54
193	0	64	32
145	0	71	39
104	0	79	34
64	0	85	33
9	52	94	45
24	0	87	65
0	0	77	52
0	0	53	62
0	0	45	62
0	0	42	56
0	39	42	60
0	0	50	71
0	69	41	56
35	92	46	69
31	79	31	68
48	97	45	58
54	96	23	44
54	88	35	58
69	73	33	69
75	66	39	70
98	66	31	57
110	61	37	57
111	47	68	79
27	0	123	99
166	0	104	61
72	58	127	72
0	105	78	106
0	107	68	128
113	11	66	106
218	58	47	48
200	57	40	53
201	50	52	59
130	0	85	82
111	0	118	61
222	0	89	44
241	43	100	73
241	65	46	63
186	3	64	98
266	0	80	47
253	61	56	50
240	63	40	61
183	0	71	83
261	0	85	46
232	70	59	54
217	73	51	60
218	89	35	49
206	83	42	49
196	90	44	51
184	101	45	51
172	106	49	50
155	101	52	60
115	46	65	99
16	0	129	80
0	0	112	70
0	0	72	78
22	0	80	55
0	64	37	48
53	13	31	57
0	0	63	50
22	48	57	66
0	0	61	66
22	56	67	71
0	0	57	72
78	0	50	39
30	37	63	41
93	0	52	37
115	13	49	42
65	0	75	53
58	0	101	42
73	0	102	44
7	0	102	56
70	67	83	79
0	0	92	113
50	0	113	93
176	0	100	55
92	0	119	58
95	0	127	55
210	0	88	41
155	62	84	47
235	0	67	57
223	0	110	61
127	78	79	60
208	0	75	77
292	0	54	44
293	0	53	61
301	0	45	60
289	0	57	60
298	0	48	54
289	0	54	35
315	0	31	46
312	0	34	44
304	0	39	24
300	0	46	31
292	44	36	32
284	36	48	57
261	20	66	98
259	52	75	103
241	0	86	121
297	0	49	60
266	24	78	70
283	56	57	90
295	47	44	114
297	44	45	96
325	46	21	76
301	55	45	70
309	52	37	61
314	70	32	73
307	72	34	68
324	19	22	64
317	70	29	50
307	75	31	61
327	26	19	60
316	57	25	50
292	69	34	69
237	112	43	54
259	110	43	50
253	109	46	57
276	50	64	101
239	90	64	74
232	108	68	65
222	103	69	65
220	103	53	60
209	98	55	61
207	97	61	63
205	99	52	63
204	101	55	58
197	109	56	53
192	107	68	60
191	100	63	67
204	107	47	60
200	99	53	68
145	117	56	59
204	41	68	82
284	0	62	55
258	20	67	71
262	62	74	91
308	0	38	69
279	29	46	73
284	55	51	92
273	48	52	104
269	47	63	107
153	50	72	84
238	0	83	59
235	0	98	49
163	0	99	57
78	0	120	63
195	0	93	46
245	0	81	50
186	0	75	53
261	0	66	33
312	0	34	53
303	7	43	53
286	4	60	75
286	0	60	92
245	62	78	84
303	0	43	66
287	0	59	58
279	0	67	63
289	0	57	57
273	0	73	66
270	0	76	60
214	54	61	62
146	0	76	85
36	0	134	68
162	0	100	49
255	0	77	36
245	37	68	46
246	63	66	83
242	47	71	122
107	36	88	109
211	0	106	69
96	77	105	59
141	76	62	64
71	0	96	92
174	0	103	51
96	78	97	52
189	0	74	70
272	0	74	40
222	0	62	48
229	0	88	47
228	0	96	43
161	0	99	51
251	0	78	36
241	9	72	54
166	0	93	62
254	0	85	41
277	49	62	54
260	39	77	116
225	81	88	126
87	98	140	127
237	0	109	80
133	0	113	85
250	0	96	51
293	0	47	57
262	0	84	71
266	0	80	77
190	46	125	75
201	96	128	116
284	0	62	84
243	62	55	85
165	101	97	85
268	0	78	101
146	0	83	54
73	0	104	57
9	0	128	63
0	0	86	57
97	0	57	36
102	12	58	47
39	0	83	54
0	0	71	60
0	22	58	77
0	0	49	79
0	0	44	65
0	49	39	58
60	0	33	55
65	37	65	55
1	0	91	57
22	0	87	49
35	16	123	74
0	0	99	94
14	0	117	87
17	0	136	88
0	0	130	77
32	0	120	68
0	0	90	76
0	0	79	58
27	0	81	47
0	0	69	54
0	0	51	57
30	41	65	69
107	0	64	50
46	0	89	39
0	58	82	49
0	0	50	64
13	65	54	66
43	0	71	85
50	0	109	57
0	0	96	68
9	66	85	103
0	0	78	116
3	93	72	96
0	147	73	113
112	50	65	97
9	0	118	109
157	0	88	61
145	0	121	63
258	0	88	45
299	54	44	54
246	0	47	86
148	70	81	54
228	0	71	67
226	0	108	59
221	0	117	65
232	0	107	57
143	62	72	55
214	0	71	62
115	62	94	55
204	0	77	56
210	53	98	71
190	43	126	139
95	134	122	124
84	121	143	135
65	118	199	142
72	154	197	106
51	136	199	124
86	153	186	107
58	123	209	137
68	123	198	137
70	118	212	142
66	106	193	154
66	84	177	176
0	0	134	138
0	0	97	125
0	0	74	76
96	0	57	42
111	18	75	68
106	61	106	99
220	0	110	73
189	0	121	58
171	0	142	68
194	0	149	63
183	0	146	78
201	0	140	70
203	0	126	63
102	85	88	65
191	0	82	83
160	0	177	73
175	0	155	72
172	0	141	66
286	0	60	49
256	0	90	76
260	0	86	88
276	0	70	84
209	72	60	72
145	0	89	113
0	92	128	86
143	0	87	86
238	0	93	47
285	0	61	41
289	0	55	34
302	0	44	29
302	0	44	33
307	0	39	26
298	0	39	20
310	0	36	18
315	2	30	27
314	1	24	29
316	2	26	32
308	2	28	28
305	0	37	37
300	2	39	56
310	24	33	55
283	4	61	80
203	0	72	72
108	86	93	57
24	0	119	118
174	0	101	63
273	0	73	43
249	5	94	83
200	67	97	111
129	131	99	129
74	125	166	123
72	135	146	125
81	139	117	102
79	123	105	124
0	7	109	148
0	133	56	114
0	59	56	122
13	0	81	104
96	101	58	80
165	20	73	89
34	90	121	73
158	0	92	83
101	0	141	63
43	81	134	89
185	0	104	81
73	105	112	69
0	2	101	135
29	0	103	122
25	0	132	85
0	0	91	93
118	0	70	52
33	0	124	57
150	0	86	42
89	0	95	50
27	0	119	57
0	0	90	49
44	51	71	72
0	0	102	73
0	0	82	60
0	4	32	71
0	16	21	60
14	0	36	62
19	9	71	70
103	0	63	44
35	0	92	44
0	0	39	34
12	10	41	49
0	15	22	52
8	5	42	72
0	0	32	42
11	6	53	54
8	74	54	46
16	96	55	77
77	90	95	84
60	117	130	143
82	114	167	146
0	0	166	105
185	0	109	71
84	82	160	76
78	128	169	132
40	106	223	154
259	0	87	82
248	40	98	105
303	49	43	93
296	63	35	75
321	8	25	68
