129	151	62	37
99	86	92	114
0	0	121	139
0	0	95	115
0	123	72	93
38	131	76	129
0	17	84	130
81	25	82	139
49	55	180	151
114	117	231	143
90	118	256	142
120	107	226	153
109	53	237	207
84	5	262	254
134	77	199	179
106	71	211	185
86	62	212	162
127	131	202	129
0	163	121	97
0	165	96	95
0	148	110	112
0	143	108	117
0	147	112	113
13	145	109	115
0	122	144	138
0	180	81	80
41	135	82	93
4	115	150	135
0	0	83	97
0	107	45	77
42	130	69	96
20	131	97	79
27	131	82	76
27	132	83	75
28	134	71	71
26	137	69	67
29	130	64	75
29	133	52	70
27	129	59	80
23	128	61	73
28	130	52	68
18	128	57	75
25	138	47	57
22	128	41	75
21	139	38	54
18	130	39	68
13	134	42	63
13	133	37	69
11	134	39	69
9	134	42	68
11	147	34	47
6	131	36	80
0	139	45	69
0	140	40	71
0	142	38	70
0	145	34	70
0	138	36	71
0	120	42	95
5	110	68	141
0	135	42	113
0	132	55	125
0	147	35	83
0	139	36	113
65	155	36	95
91	164	72	32
103	162	59	63
81	139	106	101
15	140	198	120
0	129	247	131
11	140	275	120
28	108	221	152
72	99	166	153
60	76	184	184
73	119	217	141
68	121	168	132
75	100	164	160
100	85	213	175
53	84	208	176
98	57	234	195
108	104	179	156
112	88	138	172
76	116	199	144
80	108	193	152
44	128	211	132
66	123	218	137
61	136	220	124
54	130	213	130
47	112	205	148
0	0	193	110
115	112	153	141
87	70	243	181
90	49	210	200
85	88	259	170
117	118	173	140
0	174	117	86
0	181	93	79
7	168	65	78
21	173	54	69
13	143	97	106
0	169	95	91
12	143	106	102
0	110	117	132
0	112	118	127
0	96	121	153
0	90	128	170
0	97	108	147
0	86	105	166
0	71	107	186
0	112	110	137
0	94	103	142
80	108	120	143
136	122	135	138
155	84	150	122
101	1	220	235
0	52	272	207
0	48	273	212
11	69	279	191
70	61	217	197
21	77	236	183
0	127	221	133
27	120	227	140
53	33	276	224
0	83	201	177
0	78	213	182
0	77	211	183
0	94	219	166
58	89	226	171
88	53	201	205
0	0	144	123
0	0	52	73
69	33	27	55
59	24	89	90
11	20	132	103
40	54	139	132
139	103	93	122
148	93	137	140
131	78	161	176
109	42	186	201
69	43	256	214
52	64	220	179
108	77	206	165
130	53	184	176
95	18	221	201
53	9	293	218
0	0	81	83
35	11	114	99
19	132	138	99
0	126	124	134
0	114	159	146
0	155	120	105
61	160	91	69
9	156	173	70
30	129	146	128
79	131	87	111
72	131	107	110
91	152	76	66
97	152	89	56
38	148	164	77
61	109	116	144
64	113	160	130
56	107	184	153
68	128	136	131
72	139	107	86
86	130	87	93
47	102	137	129
28	129	189	131
40	123	237	137
125	95	122	130
156	82	172	155
270	0	76	79
198	28	124	82
289	0	57	61
285	0	61	97
222	23	117	121
64	61	121	117
39	86	153	146
3	62	209	162
0	29	242	214
0	33	262	227
58	22	248	227
28	22	293	229
0	112	258	148
88	122	220	138
0	172	105	88
126	62	75	85
132	97	103	135
114	110	130	128
90	97	162	150
87	98	159	160
50	67	204	193
41	79	203	178
57	61	230	199
77	66	238	194
82	56	221	196
55	57	226	200
100	0	224	107
94	56	234	179
