208	125	39	22
220	124	46	25
228	121	55	30
256	115	38	30
269	108	35	34
278	99	32	37
286	92	27	37
288	87	26	39
288	88	24	35
287	86	25	38
283	91	28	37
278	97	30	38
266	108	32	35
251	116	37	34
234	125	41	30
213	132	51	23
192	134	53	20
170	130	48	20
154	124	45	20
141	117	45	21
133	109	45	23
124	102	47	22
125	98	41	21
125	95	36	23
125	94	37	22
125	93	44	25
132	97	43	24
142	102	43	24
150	107	49	26
162	116	49	24
182	126	43	20
202	131	41	20
218	132	45	21
242	131	39	24
263	124	36	26
277	117	34	28
287	107	32	33
297	96	25	34
297	91	28	37
299	87	25	37
298	85	26	39
294	86	25	40
290	88	25	41
280	94	28	42
258	106	39	38
239	124	38	26
216	130	47	23
191	131	52	20
170	129	49	21
149	123	46	21
132	115	46	22
118	105	47	24
114	99	44	26
107	92	43	25
106	87	37	26
104	87	38	24
104	86	43	30
110	88	37	28
112	93	46	32
120	100	48	29
131	111	52	25
147	119	56	24
164	124	55	24
188	129	52	25
212	127	53	29
237	123	42	33
255	117	35	37
265	105	32	43
274	96	27	41
276	89	23	44
274	85	23	42
272	84	23	40
267	85	23	40
258	92	26	39
246	99	32	39
228	107	39	37
208	118	42	28
181	122	58	26
158	122	54	22
133	119	53	20
115	114	52	20
95	104	47	24
87	96	50	30
85	86	38	29
80	81	39	30
76	79	39	27
74	77	36	22
76	77	45	31
80	78	40	31
84	83	47	33
93	91	51	33
106	103	55	27
122	113	60	26
145	122	55	25
167	125	52	27
199	123	45	29
222	113	43	36
242	102	38	39
256	91	31	40
264	79	30	43
268	74	25	42
268	73	26	39
268	69	22	43
262	70	24	46
256	76	27	46
248	84	28	46
232	95	37	44
208	118	41	33
183	130	48	28
157	137	50	23
136	138	48	19
114	131	51	21
97	120	45	29
82	110	44	31
73	99	38	29
70	90	31	29
65	82	37	32
69	78	31	26
69	77	34	30
69	78	44	29
75	80	47	31
82	87	52	29
99	98	53	27
113	106	57	24
138	113	56	25
166	115	55	29
193	112	52	33
219	107	43	36
237	99	36	39
249	88	27	43
255	78	26	43
259	73	22	45
258	71	20	41
255	69	22	42
247	75	23	44
239	85	26	44
227	96	30	42
205	107	39	41
183	122	45	31
160	129	46	24
133	128	53	25
108	122	51	25
89	112	49	25
72	101	48	24
61	89	46	24
54	76	43	27
55	65	37	30
55	56	34	30
58	53	33	29
61	49	36	33
68	51	33	38
71	55	37	42
78	69	46	40
83	83	61	39
103	99	61	34
126	117	61	30
155	129	59	33
